   5.0943253184001858e+05	   0.0000000000000000e+00	   0.0000000000000000e+00	
   7.8420005173662631e+05	   0.0000000000000000e+00	   0.0000000000000000e+00	
   1.0842000517366263e+06	   0.0000000000000000e+00	   0.0000000000000000e+00	
   1.3842000517366263e+06	  -3.8056955868814343e+11	   1.2632000000000000e+09	
   1.6835247792046459e+06	  -2.3040225982511274e+12	   6.8376000000000000e+09	
   1.9792845753433635e+06	  -6.4312486679275361e+12	   1.6633600000000000e+10	
   2.2775882204686496e+06	  -1.4065485483617381e+13	   3.3590400000000000e+10	
   2.5775882204686496e+06	  -2.0712011386869926e+13	   4.6466800000000000e+10	
   2.8775882204686496e+06	  -2.6787857993904020e+13	   5.6090070000000000e+10	
   3.1775882204686496e+06	  -3.2764102879047051e+13	   6.5761710000000000e+10	
   3.4775882204686496e+06	  -3.9635020447470805e+13	   7.6887770000000000e+10	
   3.7775882204686496e+06	  -4.6617176109801211e+13	   8.5984860000000000e+10	
   4.0775882204686496e+06	  -5.3366409136430063e+13	   9.4041620000000000e+10	
   4.3775882204686496e+06	  -6.0069721680063117e+13	   1.0323181000000000e+11	
   4.6775882204686487e+06	  -6.8018697258980602e+13	   1.1252421000000000e+11	
   4.8201794965529917e+06	  -6.9554248034578555e+13	   1.0924706000000000e+11	
   4.9256155679608807e+06	  -7.5132715243522969e+13	   1.1210426870000000e+11	
   5.0239276700469339e+06	  -8.9221322550415688e+13	   1.2207376000000000e+11	
   5.0717121163257863e+06	  -9.9919696490504875e+13	   1.3312319390000000e+11	
   5.1166505040278239e+06	  -1.0820810949603505e+14	   1.4197045520000000e+11	
   5.1618280417102734e+06	  -1.1680254489055083e+14	   1.5029503360000000e+11	
   5.2096511422920153e+06	  -1.2136136630940556e+14	   1.5633987000000000e+11	
   5.2623971976555884e+06	  -1.2396047112391614e+14	   1.6031480500000000e+11	
   5.3232778632043572e+06	  -1.2997311424733291e+14	   1.6874523000000000e+11	
   5.3989005297987228e+06	  -1.3057639987271777e+14	   1.6997964000000000e+11	
   5.4961291753407652e+06	  -1.3183775258112875e+14	   1.7155761000000000e+11	
   5.6193679324477371e+06	  -1.3624625109871059e+14	   1.7531926500000000e+11	
   5.7716033681190088e+06	  -1.4512239780128775e+14	   1.8421765000000000e+11	
   5.9544973796952963e+06	  -1.4384779364103197e+14	   1.8016113500000000e+11	
   6.1697430801574113e+06	  -1.4943342825723469e+14	   1.8448136000000000e+11	
   6.4145147121559242e+06	  -1.5475652867913953e+14	   1.8877958000000000e+11	
   6.6713369229320688e+06	  -1.5393923708158528e+14	   1.8606824500000000e+11	
   6.9219654148624791e+06	  -1.5856793264539884e+14	   1.9027791000000000e+11	
   7.1722591453945823e+06	  -1.6492561413293650e+14	   1.9666361000000000e+11	
   7.4476875862773480e+06	  -1.6406095916074941e+14	   1.9802973000000000e+11	
   7.7471785082049789e+06	  -1.5958410279186850e+14	   2.0082073500000000e+11	
   8.0471785082049789e+06	  -1.5000407408121694e+14	   1.9996881500000000e+11	
   8.3471785082049789e+06	  -1.4761524653670944e+14	   2.1012913000000000e+11	
   8.6471785082049780e+06	  -1.3413051474326430e+14	   2.0788186500000000e+11	
   8.9471785082049780e+06	  -1.2673324766853575e+14	   2.1149300000000000e+11	
   9.2471785082049780e+06	  -1.1822094992055217e+14	   2.1363203500000000e+11	
   9.5471785082049780e+06	  -1.1804653537648878e+14	   2.2507000000000000e+11	
   9.8471785082049780e+06	  -1.0895541973135903e+14	   2.2624863500000000e+11	
   1.0147178508204978e+07	  -1.0283452774314286e+14	   2.3084433500000000e+11	
   1.0447178508204978e+07	  -1.0052309804026458e+14	   2.3940273500000000e+11	
   1.0747178508204978e+07	  -9.1324415096443172e+13	   2.4082899500000000e+11	
   1.1047178508204978e+07	  -8.5568327837664969e+13	   2.4794233000000000e+11	
   1.1347178508204978e+07	  -8.3255284220119422e+13	   2.5509019500000000e+11	
   1.1647178508204978e+07	  -7.9385871129873469e+13	   2.6030449500000000e+11	
   1.1947178508204978e+07	  -7.6334514722598109e+13	   2.6388802500000000e+11	
   1.2247178508204978e+07	  -7.1562970106682734e+13	   2.6526199000000000e+11	
   1.2547178508204978e+07	  -6.8797766086061328e+13	   2.6841416000000000e+11	
   1.2847178508204978e+07	  -6.5905786719094891e+13	   2.7152486000000000e+11	
   1.3147178508204978e+07	  -6.2903406287198461e+13	   2.7457772500000000e+11	
   1.3447178508204978e+07	  -6.0542080833023852e+13	   2.7758929500000000e+11	
   1.3747178508204978e+07	  -5.8572301384870977e+13	   2.8054906000000000e+11	
   1.4047178508204978e+07	  -5.8067533608085711e+13	   2.8529762500000000e+11	
   1.4347178508204978e+07	  -5.9122979972595234e+13	   2.8995406000000000e+11	
   1.4647178508204978e+07	  -5.9508240749677133e+13	   2.9278346000000000e+11	
   1.4947178508204978e+07	  -6.0435998259473148e+13	   2.9556950000000000e+11	
   1.5247178508204978e+07	  -5.8403464515356617e+13	   2.9271730000000000e+11	
   1.5547178508204978e+07	  -6.0401780996247234e+13	   2.9926970000000000e+11	
   1.5847178508204978e+07	  -6.0238783524236164e+13	   3.0581716500000000e+11	
   1.6147178508204978e+07	  -5.8689408775056531e+13	   3.0467016500000000e+11	
   1.6447178508204978e+07	  -5.7558623536513000e+13	   3.0338083500000000e+11	
   1.6747178508204978e+07	  -5.6894539039750875e+13	   3.0779304000000000e+11	
   1.7047178508204978e+07	  -5.3894345014333242e+13	   3.0663974000000000e+11	
   1.7347178508204978e+07	  -5.2188794728502969e+13	   3.1265277500000000e+11	
   1.7647178508204978e+07	  -4.8296148606239109e+13	   3.0620004000000000e+11	
   1.8247178508204982e+07	  -4.4721173938331703e+13	   3.0706357000000000e+11	
   1.8547178508204982e+07	  -4.3833016932307789e+13	   3.1519544000000000e+11	
   1.8847178508204982e+07	  -4.2056777612075133e+13	   3.1160717000000000e+11	
   1.9147178508204982e+07	  -3.9537401306993023e+13	   3.1971191000000000e+11	
   1.9447178508204982e+07	  -3.8614299151749477e+13	   3.1029798000000000e+11	
   1.9747178508204982e+07	  -3.6475910581185047e+13	   3.2015780000000000e+11	
   2.0047178508204982e+07	  -3.6191650539339461e+13	   3.1858111000000000e+11	
   2.0347178508204982e+07	  -3.4942216410782359e+13	   3.1292174000000000e+11	
   2.0647005672957789e+07	  -3.4736665036775242e+13	   3.1509747000000000e+11	
   2.0946950370248847e+07	  -3.3882003809200910e+13	   3.1149797500000000e+11	
   2.1246950370248847e+07	  -3.2893474171867090e+13	   3.1536163500000000e+11	
   2.1546950370248847e+07	  -3.2296743413874688e+13	   3.1749779500000000e+11	
   2.1846941547156375e+07	  -3.1648376967536863e+13	   3.1771216000000000e+11	
   2.2146398341009613e+07	  -3.1798077684825027e+13	   3.1774816500000000e+11	
   2.2446398341009613e+07	  -3.1830765018366430e+13	   3.1415029000000000e+11	
   2.2746300224803697e+07	  -3.1270027781852645e+13	   3.1613922000000000e+11	
   2.3046282098866191e+07	  -3.0381671991717906e+13	   3.2197075000000000e+11	
   2.3345976675233807e+07	  -3.0039956313179563e+13	   3.1455090500000000e+11	
   2.3645976675233807e+07	  -2.9051626575119234e+13	   3.1271967500000000e+11	
   2.3945697210278448e+07	  -2.9121244745568496e+13	   3.1077996500000000e+11	
   2.4245235577162262e+07	  -2.5513143601546457e+13	   3.1267996000000000e+11	
   2.4544762562342081e+07	  -2.6339452938423539e+13	   3.1260045500000000e+11	
   2.4844380380247895e+07	  -2.5459182630504508e+13	   3.0278674500000000e+11	
   2.5144114719399426e+07	  -2.6811526569746445e+13	   3.0629077500000000e+11	
   2.5443657395137671e+07	   1.2997642302495955e+13	   2.2877017000000000e+11	
   2.5743341986914068e+07	   1.3912535862944260e+13	   2.2060987000000000e+11	
   2.6039888626252204e+07	   1.3564801823371768e+13	   2.2214886000000000e+11	
   2.6339519437547084e+07	   1.4630652580464490e+13	   2.1413075500000000e+11	
   2.6638458884025034e+07	   1.4165950930246504e+13	   2.1578822000000000e+11	
   2.6937242247314990e+07	   1.5262752070604988e+13	   2.0781245500000000e+11	
   2.7236378091864601e+07	   1.4982532566917563e+13	   2.0950832000000000e+11	
   2.7535838559814397e+07	   1.5718031673485285e+13	   2.0546504500000000e+11	
   2.7835182285204373e+07	   1.5794816166406322e+13	   2.0329565000000000e+11	
   2.8134288619576856e+07	   1.6257550598670172e+13	   2.0117067500000000e+11	
   2.8433279433810763e+07	   1.6852205966128988e+13	   1.9714914500000000e+11	
   2.8731900731187087e+07	   1.7794763537090652e+13	   1.9120481000000000e+11	
   2.9031552534438111e+07	   1.7395599686611262e+13	   1.9295168000000000e+11	
   2.9326149079750076e+07	   1.7927094471255836e+13	   1.8889724500000000e+11	
   2.9624782015025951e+07	   1.8313651532854727e+13	   1.8681285000000000e+11	
   2.9923128622889362e+07	   1.8846482009478660e+13	   1.8473635000000000e+11	
   3.0221401837551326e+07	   1.9274668970144949e+13	   1.8266548500000000e+11	
   3.0519347599291321e+07	   1.9000182402608422e+13	   1.8252809000000000e+11	
   3.0818370729542058e+07	   1.9321871141984293e+13	   1.8042695500000000e+11	
   3.1116211005339105e+07	   1.9499677369344848e+13	   1.7837805500000000e+11	
   3.1415026656169288e+07	   2.1104920916285434e+13	   1.7248716000000000e+11	
   3.1712684492727485e+07	   2.1302929678970387e+13	   1.7045756000000000e+11	
   3.2010904602778967e+07	   2.1114197605704555e+13	   1.7030717500000000e+11	
   3.2309723724391930e+07	   2.1451367298764254e+13	   1.6828677000000000e+11	
   3.2609464114989404e+07	   2.1230309131415426e+13	   1.6817704500000000e+11	
   3.2907225674441446e+07	   2.0678772496518793e+13	   1.6999734000000000e+11	
   3.3206317702685233e+07	   2.1404486917000684e+13	   1.6605758000000000e+11	
   3.3504551622581050e+07	   2.2610933830540063e+13	   1.6016648500000000e+11	
   3.3803922756893396e+07	   2.3307646471202746e+13	   1.5814012500000000e+11	
   3.4103792830094375e+07	   2.2312313011814063e+13	   1.5996949000000000e+11	
   3.4401831483033605e+07	   2.2020617287912535e+13	   1.5986685500000000e+11	
   3.4700958422543526e+07	   2.1845347291981109e+13	   1.5977443000000000e+11	
   3.4998658941885248e+07	   2.3323856796462598e+13	   1.5392719500000000e+11	
   3.5293472495957762e+07	   2.3745750782655633e+13	   1.5191893500000000e+11	
   3.5588738767223641e+07	   2.5328915878482281e+13	   1.4605652000000000e+11	
   3.5884719723089755e+07	   2.5100620463853824e+13	   1.4598968500000000e+11	
   3.6182099902967803e+07	   2.4709856160825711e+13	   1.4590362000000000e+11	
   3.6477900510897443e+07	   2.3276796823873402e+13	   1.4966372000000000e+11	
   3.6776438737000167e+07	   2.3999989391798758e+13	   1.4576305500000000e+11	
   3.7073176710188344e+07	   2.4207153787912430e+13	   1.4376869000000000e+11	
   3.7370837006699391e+07	   2.4839187115725473e+13	   1.3986089000000000e+11	
   3.7669009192565143e+07	   2.6135982028662195e+13	   1.3402256000000000e+11	
   3.7965811993109971e+07	   2.6208442661700488e+13	   1.3203419500000000e+11	
   3.8265532058122329e+07	   2.6161169116538070e+13	   1.3004116000000000e+11	
   3.8560339787962563e+07	   2.5047726299273063e+13	   1.3186922500000000e+11	
   3.8859255845955141e+07	   2.5731333499073254e+13	   1.2601142500000000e+11	
   3.9157357252187237e+07	   2.5739747259994441e+13	   1.2398982000000000e+11	
   3.9453498264742807e+07	   2.4415857461955430e+13	   1.2387035500000000e+11	
   3.9752848700282373e+07	   2.5219895028917008e+13	   1.1801269000000000e+11	
   4.0050207212877125e+07	   2.5754801156733375e+13	   1.1215225000000000e+11	
   4.0344370320382349e+07	   2.4172044184820000e+13	   1.1206302000000000e+11	
   4.0640523610060826e+07	   2.3792079566829250e+13	   1.0811942000000000e+11	
   4.0936503101457752e+07	   2.3282391583455660e+13	   1.0416846000000000e+11	
   4.1234924248322740e+07	   2.1777035432013891e+13	   1.0404279500000000e+11	
   4.1533032959901609e+07	   2.1670201102946547e+13	   9.6213330000000000e+10	
   4.1832334008739889e+07	   2.0649418303150945e+13	   9.0309430000000000e+10	
   4.2130852230726361e+07	   2.1232705411559430e+13	   8.0594430000000000e+10	
   4.2426318573753521e+07	   1.9145289572551414e+13	   8.0504330000000000e+10	
   4.2721464755799286e+07	   1.6668819951972869e+13	   7.4619515000000000e+10	
   4.3020667638316311e+07	   1.5352989402959471e+13	   7.0672915000000000e+10	
   4.3319257980650268e+07	   1.4931477939559893e+13	   6.4892950000000000e+10	
   4.3618566518326871e+07	   1.2322928752011791e+13	   5.7173920000000000e+10	
   4.3915429736475103e+07	   1.0649784676529473e+13	   5.3260050000000000e+10	
   4.4204776828928232e+07	   8.8418467341989395e+12	   4.9319755000000000e+10	
   4.4502847840664081e+07	   7.5879024665412588e+12	   4.3442720000000000e+10	
   4.4798653537267081e+07	   6.0036858634544268e+12	   4.1436525000000000e+10	
   4.5095009042682000e+07	   4.6712445824835830e+12	   3.5558465000000000e+10	
   4.5392386486075334e+07	   3.0014217561107974e+12	   3.3551735000000000e+10	
   4.5690164796972908e+07	   1.8054408252411294e+12	   2.9603965000000000e+10	
   4.5984970304237291e+07	   6.3992763099675464e+11	   2.3755765000000000e+10	
   4.6281304456721254e+07	  -4.2361247600927783e+11	   1.9830565000000000e+10	
   4.6575643682775430e+07	  -6.0994046677773486e+11	   1.3992365000000000e+10	
   4.6869945619049415e+07	  -9.4750872795154626e+11	   1.3920330000000000e+10	
   4.7165970067290686e+07	  -1.0270670001073153e+12	   1.0015630000000000e+10	
   4.7462274507966764e+07	  -9.6974355174769617e+11	   8.0295650000000000e+09	
   4.7759998920377508e+07	  -9.8040906342728149e+11	   7.9787300000000000e+09	
   4.8057943627971478e+07	  -9.7534386180437170e+11	   7.8944350000000000e+09	
