   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   1.1145642202254115e+06	   1.7520000000000000e+06	   1.0980000000000000e+06	   3.8826918820533752e+10	   3.3498747987725277e+10	   2.0105166807781952e+10	   1.4704493990707960e+09	   5.4471893766276112e+09	
   1.4145642202254115e+06	   1.7300000000000000e+06	   1.0900000000000000e+06	   5.4629482382265411e+10	   4.9717603287730499e+10	   4.4493914604888840e+10	   4.9672353824858465e+09	   6.1553435527521479e+08	
   1.7145642202254115e+06	   1.7240000000000000e+06	   1.0660000000000000e+06	   5.0775809276977287e+10	   3.9062978520694458e+10	   3.3125824149760384e+10	   1.4351839219366438e+09	   1.4976130045033855e+09	
   2.0145173169331406e+06	   1.6720000000000000e+06	   1.0880000000000000e+06	   9.4230128687073212e+10	   8.9193210237124619e+10	   8.4140947580923340e+10	   7.9331914175752579e+10	   7.4072717359965881e+10	
   2.3145173169331406e+06	   1.6360000000000000e+06	   1.0940000000000000e+06	   1.1179018215044601e+11	   1.0677781806448677e+11	   1.0148490479421790e+11	   9.6393298721306717e+10	   9.1263571276426346e+10	
   2.6145173169331406e+06	   1.6060000000000000e+06	   1.0940000000000000e+06	   1.2898682511869846e+11	   1.2352720311757222e+11	   1.1809286458188950e+11	   1.1282365172335146e+11	   1.0748221752887686e+11	
   2.9145173169331406e+06	   1.5840000000000000e+06	   1.0860000000000000e+06	   4.1183363744220207e+10	   1.3808218077689276e+11	   6.2381637471137207e+10	   4.1813253355164528e+10	   1.1404369692608730e+11	
   3.2145173169331406e+06	   1.5600000000000000e+06	   1.0800000000000000e+06	   1.5738229027862048e+11	   1.5116928750416803e+11	   1.4505431524584436e+11	   1.3933715733714569e+11	   1.3353780652139032e+11	
   3.5145173169331406e+06	   1.4790000000000000e+06	   1.1310000000000000e+06	   1.3013480943102092e+11	   1.2389134338913579e+11	   1.1644265571939513e+11	   1.0924620228130849e+11	   1.9117388941434053e+08	
   3.8145173169331406e+06	   1.4380000000000000e+06	   1.1420000000000000e+06	   8.9518750814912247e+10	   8.8135280518473129e+10	   8.6974606744697342e+10	   5.7472607326416693e+09	   1.8892488704506153e+08	
