   2.2312581609852049e-02	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   7.4372614222531629e+03	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   1.2678283828432206e+05	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   2.9699625670502055e+05	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   4.8559036113180663e+05	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   7.0846499670458806e+05	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   9.8629221907253098e+05	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   1.2862922190725310e+06	   1.9400000000000000e+06	   8.9000000000000000e+05	   5.5726750279834076e+10	   5.1508700861025352e+10	   4.6939301267424911e+10	   4.2150394474930748e+10	   1.6919772927282867e+10	
   1.5861144370771085e+06	   1.8904000000000000e+06	   9.0960000000000000e+05	   7.1679995375643738e+10	   6.6708586997220703e+10	   6.1989038115101166e+10	   5.7060191443292564e+10	   3.8577287870185524e+10	
   1.8848757307764916e+06	   1.9000000000000000e+06	   8.7000000000000000e+05	   9.1572957707684845e+10	   8.6387447884456100e+10	   8.0934323580792358e+10	   5.2581268457978455e+10	   7.0193918042181046e+10	
   2.1736480105698882e+06	   1.8664000000000000e+06	   8.8360000000000000e+05	   9.2289217217875381e+10	   8.6929887082887512e+10	   8.1721085662620941e+10	   7.6011279464633286e+10	   7.0461672084273270e+10	
   2.4736480105698886e+06	   1.8400000000000000e+06	   8.8000000000000000e+05	   1.1460428667401012e+11	   1.0914628341909596e+11	   1.0387419529873065e+11	   9.8186051646871735e+10	   9.2785816913955002e+10	
   2.7736480105698886e+06	   1.8060000000000000e+06	   8.8400000000000000e+05	   2.6793508129268936e+10	   4.9678886364658356e+10	   2.3941845072990849e+10	   1.1701566754489653e+11	   1.1143203717881184e+11	
   3.0736480105698886e+06	   1.7280000000000000e+06	   9.3200000000000000e+05	   1.5124361132943829e+11	   1.4496445375721497e+11	   1.3906626228884155e+11	   9.3095148955457230e+09	   2.2474518225999684e+09	
   3.3736480105698886e+06	   1.6980000000000000e+06	   9.3200000000000000e+05	   1.6575090236098331e+11	   1.5936971396412366e+11	   1.5292163066218176e+11	   5.1522935982339535e+09	   1.0232496315494395e+09	
   3.6736480105698886e+06	   1.6600000000000000e+06	   9.4000000000000000e+05	   1.2928497618355847e+11	   1.3241412508440530e+11	   1.3815335102620828e+11	   3.0717213024586044e+10	   7.8751670549428619e+10	
   3.9736480105698886e+06	   1.6300000000000000e+06	   9.4000000000000000e+05	   1.2357139600891635e+11	   1.2263480720701192e+11	   1.2242922136785472e+11	   1.0653037423129562e+11	   1.2410853899377396e+11	
   4.2736480105698882e+06	   1.5940000000000000e+06	   9.4600000000000000e+05	   1.3273013721322794e+11	   1.2823533651645860e+11	   1.2614220250498784e+11	   1.2517955001127361e+11	   3.4412416563374146e+10	
   4.5736480105698882e+06	   1.5620000000000000e+06	   9.4800000000000000e+05	   1.3266688790907307e+11	   1.3135706816828874e+11	   1.2896800085915869e+11	   1.2638698613589229e+11	   1.7786528909984886e+10	
